alu_id,opcode,a,b,a_hw,b_hw,y_toggles
0,5,11626,12604,8,7,10
0,3,8488,34639,4,9,10
0,14,8747,7365,6,7,13
0,3,50906,36160,9,5,12
0,1,20942,47330,8,8,7
0,12,34642,63755,7,9,5
0,5,56012,35164,9,7,8
0,11,59968,13878,6,8,8
0,7,31621,101,9,4,2
0,8,19262,2873,9,7,1
0,13,43422,8443,9,8,9
0,0,26688,46585,4,11,7
0,15,47839,4036,12,7,8
0,0,4606,4364,9,4,5
0,15,318,50664,6,8,10
0,5,50000,47040,6,8,11
0,9,58899,42168,8,7,9
0,2,16334,7197,11,7,8
0,11,5417,7818,6,7,13
0,2,15848,46095,9,8,13
0,2,37408,18582,4,6,9
0,5,63857,1571,10,5,8
0,8,56681,36203,10,9,6
0,12,56517,57024,9,8,6
0,2,4317,15543,7,10,8
0,8,8331,24455,5,10,11
0,5,2134,13903,5,9,10
0,3,26098,11029,9,7,10
0,5,31205,34043,10,9,7
0,4,23506,32020,9,8,7
0,11,4302,65462,6,13,7
0,3,23309,19656,8,6,3
0,7,39800,59227,9,11,3
0,9,2892,28758,6,7,6
0,0,9428,35724,6,7,9
0,5,213,47210,5,8,8
0,9,3600,58657,4,7,7
0
